model,BM,balanced_acc,acc,precision,recall,f1,mcc,eq_opp_diff,avg_odd_diff,spd,disparate_impact,theil_idx,fair_score
mlp,posCalibrated,0.729795743,0.783320343,0.763874874,0.945068664,0.844866071,0.341463568,-0.055,,-0.227769111,0.772230889,0.082125936,0.604
mlp,preDisparate,0.724011997,0.783320343,0.756624141,0.962546816,0.847252747,0.340677271,-0.0375,,-0.205928237,0.794071763,0.072117502,0.556
tabtransformer,preReweighing,0.73728638,0.792673422,0.7666999,0.960049938,0.852549889,0.316541532,-0.04,,-0.218408736,0.781591264,0.072232698,0.575
mlp,preLFR,0.5,0.375681995,0,0,,8.43E-07,0,,0,,0.979012251,0.459
tabnet,preReweighing,0.739361068,0.794232268,0.768231768,0.960049938,0.853496115,0.344767919,-0.04,,-0.219968799,0.780031201,0.072005426,0.577
tabnet,preDisparate,0.734798566,0.791114575,0.764647468,0.961298377,0.851769912,0.322998166,-0.03875,,-0.215288612,0.784711388,0.07174896,0.569
tabtransformer,preDisparate,0.739361068,0.794232268,0.768231768,0.960049938,0.853496115,0.323487962,-0.04,,-0.219968799,0.780031201,0.072005426,0.577
cat,posCalibrated,0.73728638,0.792673422,0.7666999,0.960049938,0.852549889,0.326675676,-0.04,,-0.218408736,0.781591264,0.072232698,0.575
tabtransformer,posEqqOds,0.735826845,0.790335152,0.766533066,0.95505618,0.850472485,0.313356733,-0.045,,-0.222308892,0.777691108,0.075406691,0.585
tabnet,posEqqOds,0.739361068,0.794232268,0.768231768,0.960049938,0.853496115,0.344767919,-0.04,,-0.219968799,0.780031201,0.072005426,0.577
tabtransformer,posCalibrated,0.73728638,0.792673422,0.7666999,0.960049938,0.852549889,0.313923988,-0.04,,-0.218408736,0.781591264,0.072232698,0.575
xgb,posCalibrated,0.729382618,0.783320343,0.763343404,0.946317104,0.845039019,0.334166379,-0.05375,,-0.226209048,0.773790952,0.081410333,0.601
lr,posROC,0.738103563,0.791114575,0.768920283,0.951310861,0.850446429,0.241227741,-0.04875,,-0.227769111,0.772230889,0.077420253,0.597
mlp,posROC,0.729795743,0.783320343,0.763874874,0.945068664,0.844866071,0.341463568,-0.055,,-0.227769111,0.772230889,0.082125936,0.604
xgb,preLFR,0.5,0.375681995,0,0,,0,0,,0,,0.979012251,0.459
lr,posCalibrated,0.738103563,0.791114575,0.768920283,0.951310861,0.850446429,0.241227741,-0.04875,,-0.227769111,0.772230889,0.077420253,0.597
tabtransformer,preLFR,0.516760688,0.416212003,0.703125,0.112359551,0.193756728,0.032806284,0.1125,,0.099843994,inf,0.829856728,0.706
lgbm,posEqqOds,0.723975736,0.777084957,0.760891591,0.937578027,0.840044743,0.335704964,-0.0625,,-0.230889236,0.769110764,0.087332238,0.617
lgbm,preReweighing posCalibrated,0.726270585,0.780982073,0.761044177,0.946317104,0.843628269,0.333284334,-0.05375,,-0.223868955,0.776131045,0.081744049,0.598
cat,preReweighing posCalibrated,0.73728638,0.792673422,0.7666999,0.960049938,0.852549889,0.326675676,-0.04,,-0.218408736,0.781591264,0.072232698,0.575
xgb,preReweighing posCalibrated,0.729382618,0.783320343,0.763343404,0.946317104,0.845039019,0.334166379,-0.05375,,-0.226209048,0.773790952,0.081410333,0.601
cat,preReweighing posROC,0.73728638,0.792673422,0.7666999,0.960049938,0.852549889,0.326675676,-0.04,,-0.218408736,0.781591264,0.072232698,0.575
mlp,posEqqOds,0.729795743,0.783320343,0.763874874,0.945068664,0.844866071,0.341463568,-0.055,,-0.227769111,0.772230889,0.082125936,0.604
adversarial,inAD,0.73728638,0.792673422,0.7666999,0.960049938,0.852549889,0.053213552,-0.04,,-0.218408736,0.781591264,0.072232698,0.575
lr,preReweighing posROC,0.738103563,0.791114575,0.768920283,0.951310861,0.850446429,0.241093026,-0.04875,,-0.227769111,0.772230889,0.077420253,0.597
tabnet,posCalibrated,0.739361068,0.794232268,0.768231768,0.960049938,0.853496115,0.344767919,-0.04,,-0.219968799,0.780031201,0.072005426,0.577
tabnet,preReweighing posCalibrated,0.736249035,0.791893998,0.765936255,0.960049938,0.852077562,0.334922399,-0.04,,-0.217628705,0.782371295,0.072345424,0.574
tabnet,preLFR,0.511189333,0.523772408,0.633802817,0.561797753,0.595632032,0.013804186,0.5625,,0.553822153,inf,0.37594816,1
tabnet,posROC,0.739361068,0.794232268,0.768231768,0.960049938,0.853496115,0.344767919,-0.04,,-0.219968799,0.780031201,0.072005426,0.577
lgbm,posCalibrated,0.723975736,0.777084957,0.760891591,0.937578027,0.840044743,0.335704964,-0.0625,,-0.230889236,0.769110764,0.087332238,0.617
lgbm,preDisparate posCalibrated,0.727509959,0.780982073,0.762626263,0.942571785,0.843104411,0.337928794,-0.0575,,-0.228549142,0.771450858,0.08389644,0.608
tabtransformer,preReweighing posCalibrated,0.738323724,0.793452845,0.76746507,0.960049938,0.85302274,0.319768363,-0.04,,-0.219188768,0.780811232,0.072119366,0.576
mlp,preReweighing posROC,0.729795743,0.783320343,0.763874874,0.945068664,0.844866071,0.341463568,-0.055,,-0.227769111,0.772230889,0.082125936,0.604
cat,posROC,0.73728638,0.792673422,0.7666999,0.960049938,0.852549889,0.326675676,-0.04,,-0.218408736,0.781591264,0.072232698,0.575
mlp,preDisparate posEqqOds,0.724011997,0.783320343,0.756624141,0.962546816,0.847252747,0.340677271,-0.0375,,-0.205928237,0.794071763,0.072117502,0.556
cat,preDisparate posROC,0.73728638,0.792673422,0.7666999,0.960049938,0.852549889,0.326409542,-0.04,,-0.218408736,0.781591264,0.072232698,0.575
xgb,posROC,0.729382618,0.783320343,0.763343404,0.946317104,0.845039019,0.334166379,-0.05375,,-0.226209048,0.773790952,0.081410333,0.601
xgb,preReweighing posROC,0.729382618,0.783320343,0.763343404,0.946317104,0.845039019,0.334166379,-0.05375,,-0.226209048,0.773790952,0.081410333,0.601
tabtransformer,posROC,0.739361068,0.794232268,0.768231768,0.960049938,0.853496115,0.327930877,-0.04,,-0.219968799,0.780031201,0.072005426,0.577
mlp,preReweighing posEqqOds,0.729795743,0.783320343,0.763874874,0.945068664,0.844866071,0.341463568,-0.055,,-0.227769111,0.772230889,0.082125936,0.604
